1.499999999999999944e-02 1.086158563286933054e+00 0.000000000000000000e+00
4.499999999999999833e-02 1.176514439197349438e+00 0.000000000000000000e+00
7.499999999999999722e-02 1.145974759072521332e+00 0.000000000000000000e+00
1.049999999999999961e-01 1.298697132678547028e+00 0.000000000000000000e+00
1.350000000000000089e-01 1.126951268708307197e+00 0.000000000000000000e+00
1.649999999999999800e-01 1.106453990075841887e+00 0.000000000000000000e+00
1.950000000000000067e-01 1.058779990131994309e+00 0.000000000000000000e+00
2.249999999999999778e-01 1.060791605432725770e+00 4.860551990141175033e-05
2.550000000000000044e-01 1.013498923347690761e+00 0.000000000000000000e+00
2.850000000000000311e-01 9.889348335418042257e-01 8.960994735719202044e-04
3.149999999999999467e-01 9.970819475910190910e-01 5.401732487283559658e-04
3.449999999999999734e-01 9.997119371450452485e-01 2.880628549546774826e-04
3.750000000000000000e-01 9.464883730677362550e-01 8.599717861992526831e-04
4.050000000000000266e-01 9.379822131482108416e-01 1.759642622533559488e-03
4.349999999999999423e-01 8.912449109270288439e-01 2.477381534192648737e-03
4.649999999999999689e-01 8.751838370748807883e-01 2.677708301744545147e-03
4.949999999999999956e-01 8.453843839520652770e-01 2.002915567585659105e-03
5.250000000000000222e-01 8.617233722508984561e-01 3.279093167238814662e-03
5.549999999999999378e-01 8.984273301701946046e-01 9.979628927160708388e-03
5.849999999999999645e-01 1.021603974830045614e+00 2.254867296285660572e-02
6.149999999999999911e-01 1.001012375488623762e+00 8.056218744531357112e-02
6.450000000000000178e-01 6.661384322312641215e-01 2.510515685097558514e-01
6.749999999999999334e-01 2.308004359131089478e-01 4.159553183761605655e-01
7.049999999999999600e-01 7.217693334128388871e-02 4.272749691243286629e-01
7.349999999999999867e-01 2.870151510408237849e-02 3.872937136931320912e-01
7.650000000000000133e-01 1.524898395006174696e-02 3.658079141778809995e-01
7.949999999999999289e-01 1.019419045764506475e-02 3.305562773559029832e-01
8.249999999999999556e-01 7.203293345624588347e-03 3.379634552015616245e-01
8.549999999999999822e-01 5.423926211148464085e-03 3.277933226058640237e-01
8.850000000000000089e-01 5.158726217045998125e-03 3.156759948764612522e-01
9.149999999999999245e-01 3.072335652457170146e-03 3.023658066724207449e-01
9.449999999999999512e-01 1.715666500549946783e-03 2.898762723912711170e-01
9.749999999999999778e-01 1.759310268402940539e-03 2.877651561282245640e-01
1.004999999999999893e+00 1.146762727629766290e-03 2.769386411311903218e-01
1.035000000000000142e+00 5.170663216731795743e-04 2.592806671925180217e-01
1.064999999999999947e+00 2.781710304184432264e-04 2.425509585210433861e-01
1.094999999999999973e+00 1.555548742300123517e-04 2.393279658579272606e-01
1.125000000000000000e+00 5.827534337891413624e-05 2.233237931034474655e-01
1.154999999999999805e+00 4.575443535833940859e-05 2.103065283938171659e-01
1.185000000000000053e+00 4.127320398265539521e-05 1.927243289119285885e-01
1.214999999999999858e+00 6.764666177343816840e-05 1.920130987223993280e-01
1.245000000000000107e+00 0.000000000000000000e+00 1.823225385862896064e-01
1.274999999999999911e+00 0.000000000000000000e+00 1.627561193842687048e-01
1.304999999999999938e+00 0.000000000000000000e+00 1.521114526195708194e-01
1.334999999999999964e+00 0.000000000000000000e+00 1.442663467571823899e-01
1.364999999999999769e+00 0.000000000000000000e+00 1.297274162092414418e-01
1.395000000000000018e+00 0.000000000000000000e+00 1.181551491301008339e-01
1.424999999999999822e+00 0.000000000000000000e+00 1.085306695998294602e-01
1.455000000000000071e+00 0.000000000000000000e+00 1.017279536431661829e-01
1.484999999999999876e+00 0.000000000000000000e+00 8.871115819814751058e-02
1.515000000000000124e+00 0.000000000000000000e+00 8.460258413827159707e-02
1.544999999999999929e+00 0.000000000000000000e+00 7.639751187557587697e-02
1.574999999999999956e+00 0.000000000000000000e+00 6.860012033762170891e-02
1.604999999999999982e+00 0.000000000000000000e+00 6.199035660612951804e-02
1.634999999999999787e+00 0.000000000000000000e+00 5.815665206198504522e-02
1.665000000000000036e+00 0.000000000000000000e+00 5.064426471584619616e-02
1.694999999999999840e+00 0.000000000000000000e+00 4.496159427999289054e-02
1.725000000000000089e+00 0.000000000000000000e+00 4.066601920406289622e-02
1.754999999999999893e+00 0.000000000000000000e+00 3.403836206096409051e-02
1.784999999999999920e+00 0.000000000000000000e+00 3.003756880623580441e-02
1.814999999999999947e+00 0.000000000000000000e+00 2.632465390579484532e-02
1.844999999999999751e+00 0.000000000000000000e+00 2.357357948270022083e-02
1.875000000000000000e+00 0.000000000000000000e+00 2.076455058196923290e-02
1.904999999999999805e+00 0.000000000000000000e+00 1.848691522319633254e-02
1.935000000000000053e+00 0.000000000000000000e+00 1.572426073388448128e-02
1.964999999999999858e+00 0.000000000000000000e+00 1.376106094565153135e-02
1.994999999999999885e+00 0.000000000000000000e+00 1.219029637900003425e-02
2.024999999999999911e+00 0.000000000000000000e+00 9.778787528803751378e-03
2.054999999999999716e+00 0.000000000000000000e+00 8.416862727588510923e-03
2.084999999999999964e+00 0.000000000000000000e+00 6.844770502719954228e-03
2.115000000000000213e+00 0.000000000000000000e+00 5.819880417533196751e-03
2.145000000000000018e+00 0.000000000000000000e+00 4.799576191886735510e-03
2.174999999999999822e+00 0.000000000000000000e+00 4.188683232278789421e-03
2.205000000000000071e+00 0.000000000000000000e+00 3.932140262938883975e-03
2.234999999999999876e+00 0.000000000000000000e+00 2.977375557247794336e-03
2.264999999999999680e+00 0.000000000000000000e+00 2.911312832426444716e-03
2.294999999999999929e+00 0.000000000000000000e+00 2.156190934949358488e-03
2.325000000000000178e+00 0.000000000000000000e+00 1.781756279104155160e-03
2.354999999999999982e+00 0.000000000000000000e+00 1.410766599160122705e-03
2.384999999999999787e+00 0.000000000000000000e+00 1.040796610743212162e-03
2.415000000000000036e+00 0.000000000000000000e+00 8.393625764787478400e-04
2.444999999999999840e+00 0.000000000000000000e+00 6.790214411831248936e-04
2.474999999999999645e+00 0.000000000000000000e+00 4.522087055343517034e-04
2.504999999999999893e+00 0.000000000000000000e+00 3.862266776339612980e-04
2.535000000000000142e+00 0.000000000000000000e+00 3.928478010775147489e-04
2.564999999999999947e+00 0.000000000000000000e+00 2.040212835156013263e-04
2.594999999999999751e+00 0.000000000000000000e+00 1.312457256899599955e-04
2.625000000000000000e+00 0.000000000000000000e+00 1.515194456838387087e-04
2.654999999999999805e+00 0.000000000000000000e+00 1.210778429736502135e-04
2.684999999999999609e+00 0.000000000000000000e+00 5.615189646818372196e-05
2.714999999999999858e+00 0.000000000000000000e+00 6.726829715777845285e-05
2.745000000000000107e+00 0.000000000000000000e+00 7.038747092491835300e-05
2.774999999999999911e+00 0.000000000000000000e+00 1.244846655111365892e-05
2.804999999999999716e+00 0.000000000000000000e+00 9.881637616155126934e-06
2.834999999999999964e+00 0.000000000000000000e+00 2.527285976708322962e-05
2.865000000000000213e+00 0.000000000000000000e+00 1.902122290783411768e-05
2.894999999999999574e+00 0.000000000000000000e+00 1.589724589280873610e-05
2.924999999999999822e+00 0.000000000000000000e+00 5.681284971581386622e-07
2.955000000000000071e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.984999999999999876e+00 0.000000000000000000e+00 0.000000000000000000e+00
