2.000000000000000111e-01 -1.902319954897154775e-01
2.202247191011236227e-01 -3.796825820657531159e-01
2.404494382022472065e-01 -5.555826906609715454e-01
2.606741573033707904e-01 -7.102197242951685530e-01
2.808988764044944020e-01 -8.987925910302746457e-01
3.011235955056180136e-01 -1.064092467360059580e+00
3.213483146067416252e-01 -1.244330244815065933e+00
3.415730337078651813e-01 -1.434572926586567210e+00
3.617977528089887929e-01 -1.674623297339235206e+00
3.820224719101124045e-01 -1.937972931278133304e+00
4.022471910112359605e-01 -2.240762273640422020e+00
4.224719101123595721e-01 -2.547005583313520116e+00
4.426966292134831837e-01 -2.819776157276936424e+00
4.629213483146067953e-01 -3.073543294133423309e+00
4.831460674157303514e-01 -3.332171501272453984e+00
5.033707865168539630e-01 -3.563785785516265570e+00
5.235955056179775191e-01 -3.788473260468645520e+00
5.438202247191011862e-01 -4.057849730462411486e+00
5.640449438202248533e-01 -4.364607713129190714e+00
5.842696629213484094e-01 -4.794370011812493004e+00
6.044943820224719655e-01 -5.320693054663649946e+00
6.247191011235955216e-01 -5.821938395022117518e+00
6.449438202247190777e-01 -6.219021898977449503e+00
6.651685393258427448e-01 -6.468861049991303958e+00
6.853932584269664119e-01 -6.590010916092804649e+00
7.056179775280899680e-01 -6.666058039495161402e+00
7.258426966292135241e-01 -6.701305540981220332e+00
7.460674157303370801e-01 -6.741049059967282098e+00
7.662921348314606362e-01 -6.741966728128431896e+00
7.865168539325844144e-01 -6.716812932746766052e+00
8.067415730337079705e-01 -6.670267301898267220e+00
8.269662921348315265e-01 -6.621165922348178690e+00
8.471910112359550826e-01 -6.580251868107318991e+00
8.674157303370786387e-01 -6.523050709509879752e+00
8.876404494382024168e-01 -6.445397180981998098e+00
9.078651685393259729e-01 -6.385617641068993322e+00
9.280898876404495290e-01 -6.319411520074657673e+00
9.483146067415730851e-01 -6.244734034719107818e+00
9.685393258426966412e-01 -6.107821009787460120e+00
9.887640449438204193e-01 -6.026481558835651953e+00
1.008988764044943975e+00 -5.897401282187191285e+00
1.029213483146067531e+00 -5.797492292253429547e+00
1.049438202247191088e+00 -5.676025449192662720e+00
1.069662921348314644e+00 -5.561111083747903194e+00
1.089887640449438200e+00 -5.440313778288707880e+00
1.110112359550561978e+00 -5.301077621054074207e+00
1.130337078651685534e+00 -5.146902336849991322e+00
1.150561797752809090e+00 -5.022358502270997782e+00
1.170786516853932646e+00 -4.876630688174357076e+00
1.191011235955056202e+00 -4.721582722286746581e+00
1.211235955056179758e+00 -4.571933569412916398e+00
1.231460674157303536e+00 -4.427633217812561917e+00
1.251685393258427093e+00 -4.280473075124278992e+00
1.271910112359550649e+00 -4.129495520035605161e+00
1.292134831460674205e+00 -3.974802373081764095e+00
1.312359550561797761e+00 -3.852098217803161972e+00
1.332584269662921317e+00 -3.722939924170094006e+00
1.352808988764045095e+00 -3.612251322362038941e+00
1.373033707865168651e+00 -3.486824918657327910e+00
1.393258426966292207e+00 -3.409855173840258491e+00
1.413483146067415763e+00 -3.325363807312032627e+00
1.433707865168539319e+00 -3.256474934262027165e+00
1.453932584269663097e+00 -3.208058070998606404e+00
1.474157303370786654e+00 -3.204666682538959144e+00
1.494382022471910210e+00 -3.182521483443721433e+00
1.514606741573033766e+00 -3.187371198819879847e+00
1.534831460674157322e+00 -3.180212173851284962e+00
1.555056179775281100e+00 -3.196229804081096137e+00
1.575280898876404656e+00 -3.201853441566075542e+00
1.595505617977528212e+00 -3.233531931358637923e+00
1.615730337078651768e+00 -3.254486301876355459e+00
1.635955056179775324e+00 -3.307663394646389587e+00
1.656179775280899102e+00 -3.303591258814892129e+00
1.676404494382022659e+00 -3.321724724421168506e+00
1.696629213483146215e+00 -3.347153937685638070e+00
1.716853932584269771e+00 -3.402447863913709014e+00
1.737078651685393327e+00 -3.426636898637518414e+00
1.757303370786516883e+00 -3.443227000005233851e+00
1.777528089887640661e+00 -3.454398174699012447e+00
1.797752808988764217e+00 -3.465492732716473956e+00
1.817977528089887773e+00 -3.475513317523140522e+00
1.838202247191011329e+00 -3.500051353721364666e+00
1.858426966292134885e+00 -3.534128876639819783e+00
1.878651685393258663e+00 -3.525531416460016665e+00
1.898876404494382220e+00 -3.543713596581798964e+00
1.919101123595505776e+00 -3.578728137700971867e+00
1.939325842696629332e+00 -3.607959938719643489e+00
1.959550561797752888e+00 -3.621097015354012960e+00
1.979775280898876444e+00 -3.651940431068795068e+00
2.000000000000000000e+00 -3.658403427237114425e+00
